student_id,lecture_watch_pct,checklist_pct,attended_live_class,attended_group_discussion,qa_participation_pct,dropout,recommended_activities
S165_D1,36,59,0,1,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S250_D0,89,65,1,0,100,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S408_D1,47,37,1,0,15,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S209_D1,31,33,0,0,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S306_D0,86,76,1,1,79,0,"Good Job, You did Well in the Week. Keep the momentum"
S235_D1,52,59,0,0,40,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S476_D1,37,45,0,0,23,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S050_D0,70,72,1,1,80,0,"Good Job, You did Well in the Week. Keep the momentum"
S397_D1,45,31,1,0,45,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S003_D0,91,65,1,1,79,0,Make sure to complete all checklist items to stay on track.
S045_D1,45,24,0,0,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S351_D0,88,72,1,1,76,0,"Good Job, You did Well in the Week. Keep the momentum"
S405_D1,34,40,0,0,24,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S037_D1,56,44,0,1,54,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S345_D0,80,81,1,0,81,0,Join group discussions to improve collaboration and communication skills.
S495_D1,63,34,0,0,44,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S482_D0,75,85,1,1,79,0,"Good Job, You did Well in the Week. Keep the momentum"
S076_D1,29,50,0,0,26,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S034_D0,74,65,1,1,60,0,Make sure to complete all checklist items to stay on track.
S032_D0,100,65,0,0,64,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S232_D0,87,68,1,0,50,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S464_D1,46,22,0,1,58,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S193_D0,87,67,1,1,63,0,Make sure to complete all checklist items to stay on track.
S334_D0,78,70,1,1,72,0,"Good Job, You did Well in the Week. Keep the momentum"
S004_D0,100,86,1,1,95,0,"Good Job, You did Well in the Week. Keep the momentum"
S205_D0,71,65,1,1,87,0,Make sure to complete all checklist items to stay on track.
S015_D1,65,47,0,0,33,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S300_D1,40,48,0,0,59,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S307_D0,97,82,1,1,84,0,"Good Job, You did Well in the Week. Keep the momentum"
S110_D0,84,97,1,1,69,0,"Good Job, You did Well in the Week. Keep the momentum"
S431_D0,73,73,1,1,68,0,"Good Job, You did Well in the Week. Keep the momentum"
S078_D0,82,89,1,0,50,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S085_D0,76,82,1,1,58,0,Participate more in Q&A to clarify doubts and boost retention.
S287_D0,83,90,1,1,76,0,"Good Job, You did Well in the Week. Keep the momentum"
S083_D0,99,87,1,1,58,0,Participate more in Q&A to clarify doubts and boost retention.
S492_D1,46,46,0,1,35,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S290_D1,33,65,0,1,35,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S395_D1,60,56,1,1,50,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S399_D0,83,94,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S324_D0,100,75,1,0,84,0,Join group discussions to improve collaboration and communication skills.
S020_D1,70,23,1,0,27,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S417_D1,70,47,1,1,45,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S423_D1,44,55,1,0,23,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S006_D0,82,74,0,0,76,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S232_D1,20,15,0,0,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S466_D0,82,97,0,1,97,0,Attend live classes to get real-time support and stay engaged.
S098_D0,87,68,1,1,66,0,Make sure to complete all checklist items to stay on track.
S267_D0,100,79,0,0,65,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S358_D0,82,85,1,0,78,0,Join group discussions to improve collaboration and communication skills.
S369_D1,40,32,0,0,24,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S299_D1,66,42,1,0,6,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S381_D0,76,100,1,1,62,0,"Good Job, You did Well in the Week. Keep the momentum"
S132_D1,55,53,0,1,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S382_D0,79,73,1,1,56,0,Participate more in Q&A to clarify doubts and boost retention.
S491_D0,84,82,1,0,85,0,Join group discussions to improve collaboration and communication skills.
S119_D0,96,85,1,1,73,0,"Good Job, You did Well in the Week. Keep the momentum"
S401_D1,57,30,0,0,18,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S251_D0,72,68,0,1,80,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S024_D1,63,38,1,1,25,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S010_D0,90,70,0,0,63,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S197_D0,76,83,1,1,65,0,"Good Job, You did Well in the Week. Keep the momentum"
S104_D1,65,49,1,0,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S082_D0,88,75,1,1,91,0,"Good Job, You did Well in the Week. Keep the momentum"
S284_D1,46,53,1,1,25,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S088_D1,57,37,0,0,44,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S298_D1,68,31,0,1,42,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S240_D0,93,92,1,1,77,0,"Good Job, You did Well in the Week. Keep the momentum"
S291_D0,82,85,1,1,84,0,"Good Job, You did Well in the Week. Keep the momentum"
S212_D0,96,78,1,0,61,0,Join group discussions to improve collaboration and communication skills.
S218_D1,40,65,0,0,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S360_D0,76,87,0,1,97,0,Attend live classes to get real-time support and stay engaged.
S450_D0,74,82,1,1,85,0,"Good Job, You did Well in the Week. Keep the momentum"
S228_D0,74,84,1,1,60,0,"Good Job, You did Well in the Week. Keep the momentum"
S451_D1,44,57,1,0,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S447_D1,58,32,0,0,49,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S297_D1,49,21,1,0,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S002_D1,46,29,0,1,31,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S465_D0,83,78,1,0,73,0,Join group discussions to improve collaboration and communication skills.
S363_D0,83,98,1,1,73,0,"Good Job, You did Well in the Week. Keep the momentum"
S469_D0,79,79,1,1,56,0,Participate more in Q&A to clarify doubts and boost retention.
S436_D1,42,54,1,0,23,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S429_D0,95,98,1,1,67,0,"Good Job, You did Well in the Week. Keep the momentum"
S008_D0,92,69,1,1,85,0,Make sure to complete all checklist items to stay on track.
S156_D0,77,80,1,1,69,0,"Good Job, You did Well in the Week. Keep the momentum"
S042_D1,44,44,0,0,22,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S441_D0,88,65,1,0,96,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S483_D0,70,68,1,1,67,0,Make sure to complete all checklist items to stay on track.
S423_D0,82,81,0,0,70,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S279_D1,36,26,0,1,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S450_D1,42,47,0,1,44,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S335_D0,94,79,1,1,100,0,"Good Job, You did Well in the Week. Keep the momentum"
S077_D1,27,31,1,0,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S435_D1,70,32,0,0,27,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S068_D1,29,47,1,1,5,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S095_D1,35,18,0,0,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S031_D1,62,50,0,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S082_D1,24,34,0,0,36,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S208_D1,70,42,0,0,37,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S449_D0,79,79,1,0,56,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S454_D0,90,97,1,1,85,0,"Good Job, You did Well in the Week. Keep the momentum"
S229_D0,77,73,1,1,87,0,"Good Job, You did Well in the Week. Keep the momentum"
S353_D0,93,72,0,1,56,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S229_D1,48,37,1,0,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S213_D0,94,73,1,1,72,0,"Good Job, You did Well in the Week. Keep the momentum"
S080_D0,70,93,0,1,50,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S149_D0,90,77,0,0,100,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S303_D0,92,81,1,0,68,0,Join group discussions to improve collaboration and communication skills.
S129_D1,65,53,0,0,40,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S278_D1,53,38,0,0,43,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S007_D1,51,40,0,1,50,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S343_D0,87,66,0,1,85,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S486_D0,70,66,0,1,67,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S212_D1,45,30,1,1,42,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S134_D0,89,74,0,1,67,0,Attend live classes to get real-time support and stay engaged.
S204_D1,21,65,0,1,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S312_D0,95,74,0,0,58,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S223_D1,29,57,0,0,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S130_D1,54,65,0,0,5,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S001_D0,89,91,1,1,70,0,"Good Job, You did Well in the Week. Keep the momentum"
S317_D0,91,83,1,1,61,0,"Good Job, You did Well in the Week. Keep the momentum"
S207_D1,42,45,0,0,25,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S048_D1,44,41,0,1,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S373_D1,52,60,0,1,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S033_D1,41,49,0,0,48,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S478_D0,88,65,0,1,58,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S405_D0,80,82,0,0,51,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S173_D0,84,75,0,1,90,0,Attend live classes to get real-time support and stay engaged.
S126_D0,100,73,1,1,100,0,"Good Job, You did Well in the Week. Keep the momentum"
S395_D0,96,96,1,1,72,0,"Good Job, You did Well in the Week. Keep the momentum"
S421_D0,100,92,1,0,97,0,Join group discussions to improve collaboration and communication skills.
S053_D1,50,65,1,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S404_D1,59,65,1,0,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S091_D0,85,80,1,1,66,0,"Good Job, You did Well in the Week. Keep the momentum"
S440_D1,50,33,1,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S182_D0,76,66,1,1,72,0,Make sure to complete all checklist items to stay on track.
S275_D0,75,87,1,0,87,0,Join group discussions to improve collaboration and communication skills.
S396_D1,45,51,0,1,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S070_D0,78,75,1,0,64,0,Join group discussions to improve collaboration and communication skills.
S292_D0,80,82,1,1,93,0,"Good Job, You did Well in the Week. Keep the momentum"
S132_D0,85,98,0,1,65,0,Attend live classes to get real-time support and stay engaged.
S301_D0,76,91,1,1,67,0,"Good Job, You did Well in the Week. Keep the momentum"
S425_D0,91,94,1,1,56,0,Participate more in Q&A to clarify doubts and boost retention.
S327_D0,96,98,1,0,75,0,Join group discussions to improve collaboration and communication skills.
S145_D0,87,77,0,1,56,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S424_D0,94,71,1,1,74,0,"Good Job, You did Well in the Week. Keep the momentum"
S081_D1,41,34,0,0,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S136_D0,100,65,1,1,86,0,Make sure to complete all checklist items to stay on track.
S451_D0,84,77,1,1,75,0,"Good Job, You did Well in the Week. Keep the momentum"
S165_D0,94,71,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S029_D0,78,83,0,1,70,0,Attend live classes to get real-time support and stay engaged.
S274_D1,63,40,0,1,35,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S194_D0,72,87,1,0,81,0,Join group discussions to improve collaboration and communication skills.
S389_D0,94,87,1,1,62,0,"Good Job, You did Well in the Week. Keep the momentum"
S353_D1,34,50,0,0,13,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S170_D0,77,93,1,1,95,0,"Good Job, You did Well in the Week. Keep the momentum"
S206_D1,39,52,0,0,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S141_D0,87,75,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S174_D0,88,75,0,1,78,0,Attend live classes to get real-time support and stay engaged.
S007_D0,100,72,1,1,72,0,"Good Job, You did Well in the Week. Keep the momentum"
S246_D1,36,37,0,0,22,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S479_D0,100,65,0,0,85,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S074_D0,100,77,1,0,78,0,Join group discussions to improve collaboration and communication skills.
S411_D1,66,53,0,0,45,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S314_D1,42,51,0,0,44,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S239_D0,78,99,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S146_D0,92,76,1,1,82,0,"Good Job, You did Well in the Week. Keep the momentum"
S293_D1,54,47,0,0,14,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S235_D0,100,92,1,1,75,0,"Good Job, You did Well in the Week. Keep the momentum"
S221_D0,100,83,1,1,75,0,"Good Job, You did Well in the Week. Keep the momentum"
S424_D1,70,50,1,0,18,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S001_D1,61,35,0,0,30,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S133_D0,74,78,1,1,72,0,"Good Job, You did Well in the Week. Keep the momentum"
S491_D1,46,59,1,0,52,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S275_D1,34,48,1,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S186_D0,92,88,1,0,50,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S042_D0,86,66,1,1,96,0,Make sure to complete all checklist items to stay on track.
S197_D1,70,53,1,0,10,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S109_D0,87,65,1,0,73,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S089_D1,66,44,0,1,31,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S057_D0,76,74,1,0,66,0,Join group discussions to improve collaboration and communication skills.
S406_D0,91,80,1,1,81,0,"Good Job, You did Well in the Week. Keep the momentum"
S443_D0,70,87,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S258_D1,45,47,1,1,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S498_D1,34,55,1,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S025_D0,79,70,1,1,67,0,"Good Job, You did Well in the Week. Keep the momentum"
S468_D0,92,100,1,1,74,0,"Good Job, You did Well in the Week. Keep the momentum"
S040_D1,60,65,0,0,12,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S032_D1,40,49,0,0,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S119_D1,70,26,0,0,48,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
